temperature,ph_level,moisture,risk_score,risk_class
36.29,5.0,37.41,0,Low
37.09,5.72,25.24,0,Low
38.62,8.56,99.14,6,High
38.62,7.95,94.71,5,High
38.82,7.95,69.03,4,High
36.51,5.89,45.07,0,Low
37.77,5.13,57.89,1,High
38.36,5.23,67.58,2,Medium
37.08,5.47,52.71,0,Low
37.72,7.87,59.56,2,Medium
38.28,5.6,75.73,2,Medium
38.44,6.75,70.56,2,Medium
38.5,7.78,93.8,5,Low
38.66,8.15,100.0,6,High
37.66,5.43,69.58,2,Medium
39.4,8.26,97.65,6,High
39.57,8.79,100.0,6,Medium
38.23,7.42,85.7,3,Medium
37.57,5.43,47.75,1,Low
39.08,7.87,91.69,5,High
39.18,8.14,97.48,6,High
39.01,8.92,100.0,6,High
37.44,5.12,45.03,0,Low
37.9,6.17,64.85,1,Low
39.22,8.21,87.12,6,High
37.62,6.35,75.05,2,Medium
38.22,7.43,97.64,3,Medium
36.87,6.13,64.43,0,Low
36.72,5.52,53.51,0,Low
37.5,7.92,96.79,3,Medium
38.52,6.77,71.32,3,Medium
37.64,6.36,72.71,2,Medium
38.38,7.32,80.99,2,Medium
37.05,6.8,98.99,2,Medium
38.57,8.45,95.82,6,High
37.28,4.88,43.91,0,Low
39.59,7.75,76.34,4,High
37.67,8.02,99.49,5,High
38.42,7.3,94.1,3,Medium
38.1,6.45,79.57,2,Medium
37.46,4.63,61.89,0,Low
38.88,8.53,92.09,6,High
37.8,6.24,66.65,2,Medium
37.02,4.14,42.39,0,Low
38.32,5.38,69.08,2,Medium
38.93,9.01,83.43,5,High
37.01,4.62,23.9,0,Low
37.22,4.12,73.03,1,Low
38.95,7.47,90.33,4,Low
38.01,4.65,39.07,1,Low
39.99,8.88,80.39,5,High
37.77,8.74,76.92,4,High
38.9,8.47,87.91,6,High
39.33,8.59,80.16,5,High
36.2,6.22,69.27,1,Low
37.12,3.0,42.66,1,Low
38.36,5.82,67.06,2,Medium
38.11,5.29,81.3,2,Medium
38.62,8.51,88.26,6,High
38.21,8.57,76.87,4,High
37.84,6.63,72.72,2,Medium
40.03,8.3,91.86,6,High
38.4,7.26,74.42,2,Medium
36.99,5.37,69.24,1,Low
38.19,6.82,75.82,2,Medium
37.89,5.73,73.87,2,Medium
37.05,5.24,27.37,0,Low
39.44,8.34,76.83,5,High
37.15,5.44,71.18,1,Low
39.16,8.56,89.9,6,Medium
37.36,6.45,56.79,0,Low
38.95,8.13,100.0,6,High
38.82,7.35,86.9,4,High
38.32,6.44,68.09,2,Medium
37.2,6.28,66.18,1,Low
36.88,4.84,41.97,0,Low
39.22,7.78,95.98,5,High
38.79,7.59,89.87,5,High
38.71,7.86,94.51,5,High
38.69,7.21,93.65,4,High
39.03,8.29,74.89,5,High
39.21,8.58,90.94,6,High
38.54,7.13,57.97,2,Medium
36.72,5.48,39.14,0,Low
35.7,4.27,20.23,0,Low
37.35,6.44,47.82,0,Low
37.79,7.18,54.37,1,Low
39.76,7.57,84.01,4,High
38.04,6.3,70.77,2,Medium
37.58,4.91,44.5,1,Low
36.33,4.07,48.0,0,Low
39.12,8.14,78.41,5,Medium
38.16,8.05,86.9,5,High
38.02,7.15,74.33,2,Medium
37.91,8.36,85.95,5,High
40.03,9.39,82.48,5,High
39.42,8.66,87.16,6,High
38.9,8.28,77.7,5,High
37.77,7.17,72.35,2,Medium
37.88,7.43,68.01,2,Medium
38.18,6.15,56.76,1,Low
36.74,4.93,19.41,0,Low
38.48,6.44,68.35,2,Medium
38.3,7.62,42.27,2,Medium
38.22,8.77,62.18,3,Medium
37.9,6.58,76.54,2,Medium
37.86,6.61,75.23,2,Medium
37.73,7.63,82.6,3,Medium
36.52,3.5,43.22,1,Low
37.84,6.26,69.79,2,Medium
37.26,7.78,60.3,1,High
39.47,8.75,96.36,6,High
38.26,7.9,74.25,3,Medium
37.64,7.36,63.73,1,Low
36.57,5.06,58.5,0,Low
36.69,5.63,27.33,0,Low
38.31,6.85,84.67,2,Medium
37.05,7.42,78.66,1,Low
38.1,7.4,61.86,1,Low
37.99,7.52,58.34,2,Medium
38.75,8.45,89.93,6,High
37.22,4.62,41.49,0,Low
36.24,5.36,48.85,0,Low
36.88,6.46,36.03,0,Low
36.07,4.51,33.31,0,Low
39.65,9.12,94.03,6,High
36.42,3.86,57.64,1,Low
37.52,7.22,68.98,2,Medium
36.01,4.99,57.04,0,Low
38.4,7.45,83.52,2,Medium
39.11,7.72,72.31,4,High
35.91,4.37,53.27,0,Low
36.11,5.11,73.29,1,Low
36.67,5.25,23.99,0,Low
36.64,8.18,85.27,4,High
38.98,7.27,88.25,4,High
37.97,6.35,52.42,1,Low
38.86,7.15,82.61,3,Medium
37.83,6.97,64.97,1,Low
36.64,5.74,40.71,0,Low
37.62,6.08,59.74,1,Low
35.74,5.21,22.14,0,Low
38.09,7.97,94.84,4,High
36.06,4.89,36.31,0,Low
37.54,7.46,65.12,2,Medium
38.11,5.99,66.33,2,Medium
37.0,3.85,28.91,1,Low
38.24,7.79,83.81,3,Medium
37.86,7.44,58.55,1,Low
36.82,4.3,44.22,0,Low
36.72,5.66,54.98,0,High
36.65,4.58,42.64,0,Low
36.69,5.32,36.53,0,Low
38.28,7.41,72.15,2,Medium
37.24,5.2,43.62,0,Low
38.36,7.77,89.57,4,High
37.01,4.33,39.34,0,Low
37.92,6.53,69.33,2,Medium
38.63,7.74,98.65,5,High
37.8,6.42,74.19,2,Medium
38.6,8.14,98.56,6,High
36.01,4.66,55.63,0,Low
36.56,4.99,40.37,0,Low
36.39,5.31,35.8,0,Low
37.04,4.59,44.34,0,Low
36.03,5.73,38.35,0,Low
37.48,4.44,42.04,0,Low
38.81,8.1,80.17,5,High
36.52,5.25,48.67,0,Low
38.91,7.1,93.68,4,High
40.08,8.2,82.46,5,High
38.7,8.46,90.22,6,High
35.78,5.18,61.6,0,Low
39.39,8.81,92.13,6,High
38.0,7.77,75.3,3,Medium
38.62,8.08,89.05,6,High
38.48,4.92,70.31,2,Medium
38.08,8.6,84.2,4,High
38.82,7.61,75.74,4,High
36.52,6.4,54.63,0,Low
37.2,7.25,69.44,1,Low
36.81,4.81,51.37,0,Low
38.54,8.58,86.02,6,High
36.33,5.79,41.63,0,Low
37.49,4.48,9.95,0,Low
37.73,6.11,64.11,1,Low
38.55,6.93,82.84,3,Medium
36.45,4.73,51.74,0,Low
39.5,8.04,91.4,6,High
38.67,7.52,83.55,4,High
39.3,8.96,79.15,5,High
37.72,7.44,64.72,1,Low
37.19,7.19,68.39,1,Low
37.77,7.7,59.95,2,Medium
38.53,6.86,76.7,3,Medium
36.58,4.76,54.98,0,Low
37.14,4.17,60.66,0,Low
36.22,4.88,54.97,0,Low
37.77,7.47,71.4,2,Medium
36.25,5.29,44.01,0,Low
37.02,4.66,64.11,0,Low
38.79,7.78,82.2,4,High
38.79,6.91,62.08,2,Medium
37.04,6.37,63.66,0,Low
36.76,6.73,80.28,1,Low
37.76,7.72,83.17,3,Medium
38.17,9.21,90.35,5,High
37.4,4.99,49.8,0,Low
38.08,7.83,100.0,4,High
38.04,6.02,79.11,2,Medium
37.96,7.86,100.0,4,High
37.67,6.26,53.6,1,Low
36.68,5.55,55.93,0,Low
39.23,7.78,94.3,5,High
36.83,5.26,45.83,0,Low
37.96,7.56,87.84,4,High
36.4,4.74,60.72,0,Low
37.11,5.21,38.57,0,Low
38.26,7.75,68.68,3,Medium
37.87,8.0,71.3,4,High
38.2,6.29,58.9,1,Low
36.04,4.29,35.81,0,Low
36.91,5.83,57.54,0,Low
39.51,7.8,75.43,4,High
38.42,7.82,82.33,3,Medium
36.91,6.2,24.3,0,Low
37.5,7.41,67.95,2,Medium
36.96,5.67,44.77,0,Low
36.74,4.84,42.11,0,Low
39.45,8.35,98.29,6,High
38.13,6.39,80.4,2,Medium
37.9,5.22,53.37,1,Low
37.85,6.59,72.94,2,Medium
38.48,7.05,65.37,2,Medium
35.94,6.16,38.51,0,Low
38.04,7.04,68.83,2,Low
37.46,5.08,58.5,0,Low
36.39,5.3,45.54,0,Low
38.79,8.55,86.01,6,High
38.8,9.47,75.33,5,High
36.47,4.55,41.67,0,Low
39.33,8.31,98.74,6,High
38.31,6.36,74.94,2,Medium
38.41,7.26,73.82,2,Medium
39.08,7.49,98.37,4,High
38.57,7.1,59.34,2,Medium
38.24,6.36,55.58,1,Low
37.4,7.7,65.93,2,Medium
37.63,8.28,100.0,5,High
36.52,4.72,36.79,0,Low
35.95,4.92,51.19,0,Low
36.1,5.72,53.76,0,Low
35.95,4.33,51.54,0,Low
37.0,4.77,33.9,0,Low
36.32,5.13,26.4,0,Low
39.51,7.77,96.52,5,High
36.32,4.88,65.91,1,Low
39.3,8.83,84.23,5,High
36.67,3.96,39.54,1,Low
39.21,8.11,90.9,6,High
36.99,4.61,63.42,0,Low
38.24,6.13,59.8,1,Low
36.63,3.76,50.94,1,Low
38.19,6.26,62.06,1,Low
37.82,7.15,76.02,2,Medium
37.33,6.98,66.37,1,Low
38.33,7.58,83.98,3,Medium
37.84,6.6,52.65,1,Low
38.71,8.5,95.43,6,High
37.44,8.04,72.9,3,Medium
37.84,7.67,79.34,3,Medium
37.42,5.68,43.17,0,Low
38.43,7.18,55.42,1,Low
38.16,5.01,36.1,1,Low
37.49,5.59,61.89,0,Low
39.65,7.69,91.3,5,High
37.29,5.22,37.49,0,Low
37.06,4.94,78.31,1,Low
38.74,8.7,100.0,6,High
40.06,8.5,92.42,6,High
35.96,5.67,15.65,0,Low
36.61,4.45,39.58,0,Low
38.45,6.25,65.3,2,Medium
38.25,6.6,50.34,1,Low
39.16,8.78,89.41,6,High
37.59,5.0,53.63,1,Low
36.94,3.98,39.46,1,Low
36.3,5.88,37.65,0,Low
39.81,8.18,97.95,6,High
36.66,5.53,67.08,1,Low
37.42,5.99,79.94,1,Low
36.33,3.5,36.9,1,Low
36.57,5.13,38.72,0,Low
39.11,8.55,91.27,6,High
36.83,4.35,49.48,0,Low
37.18,5.29,33.42,0,Low
38.64,8.31,89.02,6,High
37.34,5.12,38.81,0,Low
37.76,6.26,33.26,1,Low
37.17,5.75,58.03,0,Low
38.79,8.35,95.31,6,High
37.92,5.92,56.56,1,Low
38.22,6.53,51.29,1,Low
37.28,8.13,64.21,2,Medium
38.44,6.04,70.76,2,Medium
36.66,5.25,29.04,0,Low
38.61,8.41,97.36,6,High
39.11,8.59,95.51,6,High
36.58,5.11,56.18,0,Low
38.1,8.5,88.35,5,High
39.2,9.06,76.96,5,High
37.38,7.96,100.0,3,Medium
37.94,7.41,52.84,1,Low
37.93,8.29,57.64,3,Medium
38.34,7.58,99.02,4,High
36.32,4.64,38.24,0,Low
38.14,8.04,87.13,5,High
38.99,8.34,85.55,6,High
40.2,9.47,81.57,5,High
37.37,7.65,66.01,2,Medium
38.9,6.79,77.06,3,Medium
36.31,5.74,34.8,0,Low
38.55,7.91,81.29,4,High
37.69,4.85,67.67,2,Medium
36.93,5.55,50.08,0,Low
38.62,8.06,100.0,6,High
37.54,5.9,55.18,1,Low
38.0,7.83,80.41,3,Medium
36.56,4.82,29.4,0,Low
38.97,8.59,80.89,5,High
38.0,6.91,63.17,1,Low
40.13,7.53,95.76,5,High
39.3,7.08,85.8,4,High
36.49,5.59,22.71,0,Low
36.34,6.11,50.18,0,Low
38.62,9.13,95.71,6,High
37.77,6.61,64.62,1,Low
37.56,7.91,66.19,3,Medium
36.67,6.55,45.11,0,Low
37.6,6.59,70.13,2,Medium
38.78,8.73,83.6,5,High
36.95,4.42,58.14,0,Low
36.9,6.5,73.72,1,Low
39.24,8.88,80.33,5,High
37.21,4.38,56.58,0,Low
36.74,4.77,33.16,0,Low
39.28,8.4,86.7,6,High
36.68,5.28,53.81,0,Low
37.17,6.87,52.53,0,High
37.65,7.19,89.83,3,Medium
40.26,8.06,92.78,6,High
37.1,5.03,44.26,0,Low
37.94,7.48,67.64,2,Medium
37.17,4.55,64.14,0,Low
38.93,8.26,90.55,6,High
37.81,5.71,86.26,3,Medium
38.33,6.61,59.92,1,Low
38.87,6.25,46.44,2,Medium
37.35,6.16,57.46,0,Low
38.93,6.95,90.22,4,High
37.83,6.66,60.36,1,Low
37.52,6.31,44.97,1,Low
37.41,7.31,87.6,2,Medium
39.18,8.52,94.22,6,High
40.12,8.06,95.39,6,High
37.58,7.02,76.71,2,Medium
36.16,4.68,39.53,0,Low
38.06,7.13,79.8,2,Medium
37.61,8.04,68.36,4,High
37.81,7.71,81.72,3,Medium
36.61,4.39,68.1,1,Low
37.67,7.94,64.64,2,Medium
38.64,6.06,75.82,3,Medium
40.47,7.75,100.0,5,High
37.28,6.7,70.02,1,Low
38.06,7.57,72.38,3,Medium
37.83,6.8,72.17,2,Medium
36.74,4.02,38.25,0,Low
37.16,5.91,66.3,1,Low
38.03,8.46,81.4,4,High
40.72,8.38,83.09,5,High
38.59,7.62,100.0,5,High
38.07,6.49,66.89,2,Medium
36.75,3.0,74.05,2,Medium
39.11,8.85,93.72,6,High
37.69,5.82,72.8,2,Medium
36.28,4.49,59.65,0,Low
38.65,7.98,89.48,5,High
38.58,8.34,91.79,6,High
40.0,9.11,97.32,6,High
36.29,5.01,52.03,0,Low
39.27,8.13,96.29,6,High
38.34,6.77,61.66,1,Low
37.56,7.01,75.2,2,Medium
38.6,8.35,82.8,5,High
37.75,6.22,70.53,2,Medium
36.18,4.83,50.61,0,Low
35.77,3.92,39.98,1,Low
37.73,8.13,56.21,3,Medium
40.18,8.44,87.06,6,High
39.16,9.22,85.75,6,High
37.21,6.88,55.94,0,Low
38.35,8.84,85.93,5,High
37.94,8.28,80.37,4,High
39.01,7.55,68.72,4,High
37.44,7.73,54.67,1,Low
38.09,8.35,90.45,5,High
38.45,6.35,73.27,2,Medium
35.86,4.48,45.65,0,Low
39.75,8.07,87.47,6,High
38.06,6.56,67.26,2,Medium
38.18,6.35,62.28,1,Low
37.08,7.84,80.79,2,Medium
38.64,7.86,89.61,5,High
36.4,5.07,39.94,0,Low
38.45,6.46,59.9,1,Low
36.63,5.21,27.86,0,Low
38.39,7.04,76.37,2,Medium
37.75,5.96,54.66,1,Low
38.78,6.06,62.73,2,Medium
39.63,7.43,74.27,3,Medium
38.06,7.16,67.95,2,Medium
37.14,6.13,71.05,1,Low
37.75,6.51,66.97,2,Medium
36.1,3.72,46.74,1,Low
35.91,5.04,41.46,0,Low
37.61,8.61,80.14,4,High
36.2,4.73,58.83,0,Low
37.17,5.23,49.75,0,Low
38.71,8.07,99.79,6,High
36.73,5.16,58.89,0,Low
38.12,7.46,52.95,1,Low
37.53,8.67,95.39,5,High
37.56,6.35,68.79,2,Medium
37.45,5.56,48.97,0,Low
36.47,4.73,43.45,0,Low
38.79,7.53,98.2,5,High
37.31,3.86,67.82,2,Medium
38.18,7.83,100.0,4,High
36.48,4.45,28.49,0,Low
37.0,5.95,49.76,0,Low
38.15,8.48,87.04,5,High
38.24,8.77,93.65,5,High
38.52,8.31,79.3,5,High
37.38,7.26,87.42,2,Medium
35.7,4.13,47.6,0,Low
39.02,8.62,87.3,6,High
38.95,7.81,95.79,5,High
37.04,5.03,42.42,0,Low
36.11,5.84,42.5,0,Low
38.37,8.18,79.02,4,High
36.79,5.22,34.16,0,Low
39.22,8.07,87.7,6,High
36.12,5.76,31.14,0,Low
36.95,4.64,30.39,0,Low
36.29,5.37,32.07,0,Low
35.86,4.84,31.24,0,Low
38.6,7.49,84.73,3,Medium
38.11,8.85,87.12,5,High
38.53,8.75,83.91,5,High
38.39,8.5,98.29,5,High
35.91,4.34,59.04,0,Low
39.49,7.94,91.13,5,High
37.6,6.1,72.26,2,Medium
38.13,6.41,60.7,1,Low
38.28,8.85,89.08,5,High
39.18,8.15,76.74,5,High
39.53,8.25,76.55,5,High
37.62,6.1,58.55,1,Low
36.92,6.13,71.2,1,Low
39.23,7.69,100.0,5,High
36.73,5.34,34.43,0,Low
36.34,5.49,22.92,0,Low
37.69,7.72,69.56,3,Medium
36.85,4.91,54.45,0,Low
36.84,3.4,33.21,1,Low
38.15,8.73,95.65,5,High
37.7,7.86,100.0,4,High
37.5,6.0,82.15,2,Medium
37.59,7.93,75.79,3,Medium
37.29,7.73,70.17,2,Medium
37.83,7.53,80.08,3,Medium
37.35,6.06,65.37,1,Low
36.47,4.88,51.11,0,Low
38.1,7.02,71.23,2,Medium
38.36,5.93,73.7,2,Medium
39.17,7.37,81.14,3,Medium
39.5,8.5,96.83,6,High
39.0,7.9,96.5,5,High
37.87,6.71,85.91,3,Medium
37.94,7.19,69.02,2,Medium
38.09,6.77,88.42,3,Medium
36.3,5.51,48.69,0,Low
38.59,8.31,89.21,6,High
38.37,8.55,93.34,5,High
38.89,7.95,96.31,5,High
37.14,5.76,60.09,0,Low
36.36,5.08,49.56,0,Low
39.7,8.55,82.86,5,High
37.95,5.92,61.7,1,Low
39.99,8.81,100.0,6,High
38.18,7.06,75.4,2,Medium
37.53,7.39,84.59,2,Medium
37.74,7.18,63.5,1,Low
39.59,7.93,90.15,5,High
38.54,7.48,67.59,3,Medium
38.69,8.54,91.51,6,Low
36.71,5.53,44.5,0,Low
37.41,8.84,67.16,3,Medium
39.24,7.95,90.06,5,High
38.35,8.46,76.81,4,High
39.38,8.58,76.11,5,High
37.29,7.91,59.34,1,Low
39.21,7.69,97.96,5,High
38.17,7.44,97.81,3,Medium
38.89,7.52,84.63,4,High
35.9,4.65,32.02,0,Low
39.3,7.42,87.63,4,High
38.31,8.46,90.84,5,High
39.08,7.94,90.53,5,High
36.55,4.08,59.92,0,Low
38.27,8.02,88.2,5,High
35.67,4.53,40.72,0,Low
37.99,7.73,78.42,3,Medium
36.98,7.37,71.46,1,Low
38.87,6.14,41.25,2,Medium
39.19,8.22,80.27,5,High
36.42,4.13,51.25,0,Low
37.59,6.19,72.63,2,Medium
38.0,6.94,69.28,2,Medium
37.24,5.97,62.7,0,Low
37.63,4.06,39.97,1,Low
36.45,5.75,41.3,0,Low
37.01,6.27,61.89,0,Low
37.77,6.69,69.5,2,Medium
37.97,6.12,79.37,2,Medium
37.88,5.78,70.62,2,Medium
37.61,6.35,72.87,2,Medium
36.89,6.01,52.74,0,Low
37.53,4.49,35.43,1,Low
37.9,6.98,67.51,2,Medium
39.87,7.54,95.49,5,High
35.81,4.42,37.05,0,Low
38.68,8.15,78.34,5,High
37.94,7.2,64.59,1,Low
37.56,3.66,48.34,2,Medium
37.7,6.29,60.14,1,Low
35.32,4.78,43.92,0,Low
37.36,4.58,42.15,0,Low
37.86,7.85,94.73,4,High
38.44,8.17,72.49,4,High
39.38,8.29,92.8,6,High
36.75,3.92,25.5,1,Low
38.23,8.2,91.11,5,High
36.15,5.63,43.93,0,Low
36.0,4.88,58.17,0,Low
38.42,7.87,82.09,3,Medium
38.06,8.12,95.07,5,High
37.85,6.62,80.55,2,Medium
36.31,4.41,31.35,0,Low
36.53,5.04,60.3,0,Low
37.08,7.32,72.26,1,Low
38.06,5.42,84.63,2,Medium
38.38,7.85,76.37,3,Medium
36.36,4.07,54.32,0,Low
36.59,4.79,50.22,0,Low
38.25,7.81,87.63,4,High
36.6,5.15,26.7,0,Low
36.6,6.79,40.35,0,Low
39.31,6.96,69.32,3,Medium
38.66,5.87,74.27,3,Medium
37.81,5.66,83.43,2,Medium
38.17,8.95,85.97,5,Medium
39.4,8.48,72.43,5,High
36.55,4.77,43.69,0,Low
39.02,7.38,87.71,4,High
38.3,7.66,61.8,2,Medium
37.07,4.7,31.7,0,Low
39.06,7.76,99.59,5,High
36.15,5.16,36.77,0,Low
38.39,6.89,71.21,2,Medium
37.88,8.44,91.28,5,High
36.9,4.86,57.39,0,Low
36.72,4.78,50.54,0,Low
38.72,8.41,78.74,5,High
37.98,7.35,87.43,3,Medium
36.5,3.85,58.82,1,Low
38.54,7.67,72.26,4,High
37.94,8.48,66.48,4,High
37.15,5.82,34.83,0,Low
38.6,8.24,98.83,6,High
39.55,8.26,100.0,6,High
37.85,7.26,66.63,2,Medium
36.48,4.82,25.89,0,Low
35.57,4.76,47.92,0,Low
37.69,6.73,62.16,1,Low
37.93,6.08,72.68,2,Medium
37.82,8.74,68.59,4,High
36.39,4.32,53.23,0,Low
37.62,6.37,60.15,1,Low
36.37,5.61,47.36,0,Low
39.35,8.51,100.0,6,High
38.89,9.13,90.02,6,High
38.19,6.15,75.33,2,Medium
36.51,5.4,27.15,0,Low
38.62,9.5,91.25,6,High
35.91,5.91,40.8,0,Low
39.1,8.59,95.07,6,High
36.68,5.16,49.04,0,Low
38.45,6.85,61.83,1,Low
36.98,3.75,23.63,1,Low
37.36,4.11,46.21,0,Low
38.74,8.38,79.66,5,High
38.72,8.11,80.99,5,High
36.39,4.7,48.39,0,Low
39.4,7.64,78.82,4,High
36.63,4.13,28.35,0,Low
36.22,3.98,56.58,1,Low
37.17,5.02,48.54,0,Low
36.57,5.89,68.74,1,Low
35.71,4.96,31.53,0,Low
37.89,7.39,80.67,2,Medium
37.03,4.75,78.88,1,Low
36.34,5.63,54.03,0,Low
38.24,5.13,85.89,3,Medium
39.65,6.98,92.05,4,High
39.24,8.39,92.93,6,High
37.87,6.66,74.95,2,Medium
36.68,4.11,46.29,0,Low
39.89,6.42,90.51,4,High
38.79,7.92,87.86,5,High
38.21,8.91,89.55,5,High
39.57,7.27,85.56,4,High
40.19,7.79,72.76,4,High
39.17,8.67,100.0,6,High
37.99,6.09,86.24,3,Medium
37.57,6.47,57.48,1,Low
36.48,5.51,40.34,0,Low
35.8,5.15,45.87,0,Low
38.62,8.43,100.0,6,High
38.95,8.77,83.79,5,High
38.88,7.41,91.35,4,High
36.88,4.17,45.12,0,Low
38.94,7.82,58.23,3,Medium
36.36,5.2,35.73,0,Low
38.69,8.63,92.3,6,High
36.71,5.28,51.35,0,Low
36.64,6.22,46.7,0,Medium
37.95,6.63,65.65,2,Medium
38.6,8.11,83.68,5,High
38.77,6.99,94.72,4,High
36.1,5.54,28.22,0,Low
36.57,3.41,47.14,1,Low
36.32,4.48,43.47,0,Low
35.67,5.89,42.07,0,Low
37.34,7.42,57.02,0,Low
36.31,4.63,31.76,0,Low
36.6,5.16,35.57,0,Low
38.34,5.47,69.94,2,Medium
36.07,5.18,38.46,0,Low
37.26,5.64,21.81,0,Low
36.9,4.8,63.01,0,Low
36.75,4.28,50.9,0,Low
38.55,7.14,61.75,2,Medium
40.24,8.07,94.4,6,High
38.95,7.3,90.0,4,High
37.5,3.74,41.63,1,Low
36.48,4.88,35.0,0,Low
36.99,6.3,60.11,0,Low
37.51,6.42,65.48,2,Medium
38.58,7.56,90.69,5,High
38.98,7.83,89.01,5,High
37.83,6.48,60.67,1,Low
36.39,5.69,58.1,0,Low
36.34,4.66,54.71,0,Medium
36.65,5.38,37.84,0,Low
36.6,4.4,42.24,0,Low
38.64,8.77,85.0,5,High
36.93,4.39,54.87,0,Low
38.38,8.16,85.61,5,High
38.84,6.5,75.34,3,Medium
37.91,6.67,61.43,1,Low
37.76,6.08,80.14,2,Medium
38.76,9.0,75.31,5,High
36.16,5.15,37.94,0,Low
37.26,6.3,42.35,0,Low
37.93,8.18,48.87,3,Medium
37.54,4.92,66.39,2,Medium
37.57,7.43,81.99,2,Medium
38.97,7.17,84.27,3,Medium
37.93,7.09,71.33,2,Medium
36.38,6.12,46.6,0,Low
35.99,5.13,40.28,0,Low
39.63,8.43,99.76,6,High
36.19,5.01,44.54,0,Low
37.42,7.76,66.37,2,Medium
37.91,7.32,75.58,2,Medium
39.12,9.36,92.01,6,High
39.32,8.38,91.49,6,High
38.28,5.72,72.47,2,Medium
36.4,5.91,36.2,0,Low
38.3,5.66,50.72,1,Low
37.98,7.18,65.58,2,Medium
36.01,4.81,29.73,0,Low
37.67,6.95,71.55,2,Medium
36.85,4.76,47.21,0,Low
36.69,7.32,71.5,1,Low
38.13,8.01,81.27,4,High
38.06,7.64,94.27,4,High
36.14,5.63,56.37,0,Low
39.41,8.06,88.36,6,High
36.68,4.63,39.8,0,Low
38.49,7.12,87.94,3,Medium
35.68,5.5,35.74,0,Low
35.72,4.37,26.97,0,Low
36.4,5.06,59.88,0,Low
35.79,5.43,46.34,0,Low
39.38,8.19,91.64,6,High
36.51,5.83,36.55,0,Low
37.87,5.9,52.77,1,Low
39.77,8.18,91.43,6,High
39.16,8.26,84.68,5,High
39.0,7.56,92.65,5,High
36.49,4.39,42.87,0,Low
38.16,8.55,84.58,4,High
37.62,6.35,85.23,3,Medium
36.84,6.21,53.23,0,Low
37.26,6.2,71.58,1,Low
38.14,7.68,83.51,3,Medium
38.89,6.05,60.23,2,Medium
36.92,4.97,34.25,0,Low
38.43,8.38,100.0,5,High
38.84,7.8,79.25,4,High
39.31,7.92,99.71,5,High
39.36,8.38,88.58,6,High
38.81,8.71,85.93,6,High
37.36,7.42,73.13,1,Low
36.49,5.65,29.89,0,Low
37.87,8.51,63.27,3,Medium
36.73,4.59,46.93,0,Low
37.72,5.47,69.76,2,Medium
37.93,7.67,75.8,3,Medium
38.52,7.91,78.24,4,High
36.67,6.2,51.34,0,Low
35.88,4.86,54.74,0,Low
39.23,8.09,95.74,6,High
37.4,4.22,54.52,0,Low
37.84,6.61,72.56,2,Medium
39.54,9.04,92.65,6,High
37.95,7.66,74.29,3,Medium
37.99,7.2,69.68,2,Medium
39.42,8.19,66.45,5,High
37.75,6.14,58.76,1,Low
38.56,7.76,84.54,4,High
38.92,7.46,81.23,3,Medium
36.65,5.3,37.09,0,Low
38.33,7.67,70.67,3,Medium
36.45,3.99,45.9,1,Low
38.74,8.35,93.34,6,High
37.3,6.6,74.1,1,Low
37.76,7.24,78.78,2,Medium
38.47,7.76,83.8,3,Medium
39.08,6.31,91.24,4,High
37.27,4.78,55.13,0,Low
36.06,4.89,19.3,0,Low
38.39,6.66,61.84,1,Low
38.06,6.2,27.73,1,Low
39.38,8.0,91.43,5,High
35.93,4.28,47.07,0,Low
38.47,7.72,89.28,4,High
37.86,8.1,63.04,3,Medium
37.72,7.27,62.18,1,Low
35.75,6.2,46.08,0,Low
38.57,7.49,62.7,2,Medium
40.02,7.67,100.0,5,High
36.38,4.37,42.32,0,Low
36.39,4.82,32.11,0,Low
37.79,6.29,66.75,2,Medium
36.64,4.51,46.51,0,Low
36.03,4.8,51.95,0,Low
37.79,7.34,60.2,1,Low
37.77,8.0,71.63,3,Medium
38.67,6.57,92.35,4,High
38.29,8.1,88.01,5,High
40.46,8.39,93.71,6,High
36.31,5.72,24.89,0,Low
37.26,6.6,83.51,1,Low
36.81,5.02,60.56,0,Low
36.97,4.86,56.1,0,Low
36.61,4.93,32.97,0,Low
37.61,6.9,62.43,1,Low
37.77,7.98,98.19,4,High
38.85,8.35,83.37,5,High
38.93,6.93,95.91,4,High
38.15,7.77,88.24,4,High
36.46,4.4,34.22,0,Low
39.5,7.91,74.99,4,High
39.93,8.61,90.52,6,High
37.58,4.97,44.79,1,Low
37.76,5.61,55.1,1,Low
39.55,7.26,100.0,4,High
38.77,6.51,54.34,2,Medium
39.74,7.66,87.35,5,High
38.83,8.26,87.19,6,High
37.61,7.36,67.91,2,Medium
36.13,4.57,61.91,0,Low
38.26,6.84,72.45,2,Medium
36.42,5.0,38.75,0,Low
38.13,8.54,72.78,4,High
38.48,6.64,90.12,3,Medium
37.65,7.38,64.06,1,Low
36.94,5.78,55.74,0,Low
37.84,4.74,25.71,1,Low
39.78,8.15,91.27,6,High
36.37,4.45,50.65,0,Low
36.82,5.24,39.89,0,Low
37.97,9.5,100.0,5,High
36.26,5.01,35.22,0,Low
37.61,7.86,78.41,3,Medium
36.44,5.52,38.15,0,Low
36.8,5.27,48.05,0,Low
37.62,5.89,54.39,1,Low
38.31,5.7,72.73,2,Medium
35.68,4.81,64.75,0,Low
35.66,5.46,36.03,0,Low
